randomized_id,start_lat,start_lng,end_lat,end_lng
-9113725169412304501,51.0896026,71.4066244,51.1015434,71.4222539
-9113725169412304501,51.0895697,71.4066039,51.0894476,71.4067135
-9113581208517586715,51.0981701,71.4088784,51.0975959,71.4129563
-9107467570011312461,51.0823884,71.401442,51.0827286,71.3991069
-9107467570011312461,51.0788348,71.4259975,51.0819146,71.4033195
-9103551607952250286,51.0785579,71.4215275,51.0949045,71.4355766
-9099898467264434224,51.0948883,71.4056528,51.0949206,71.4089623
-9098550050561329812,51.0827967,71.4069067,51.08276,71.4069083
-9098493700441985738,51.09634,71.42728,51.10015,71.41717
-9097326143159107020,51.098797,71.4046098,51.0987529,71.4049781
-9097319584475890277,51.0890858,71.4024072,51.0863141,71.4156493
-9096129213436078786,51.09645,71.41178,51.08101,71.3996
-9096129213436078786,51.09645,71.41178,51.08154,71.39981
-9096129213436078786,51.09645,71.41178,51.10191,71.41282
-9096129213436078786,51.0852,71.41193,51.09641,71.41173
-9091864009534537800,51.0894577,71.4368145,51.0964971,71.4197871
-9088612077282241813,51.094246,71.4350704,51.0966046,71.420129
-9087508337875344051,51.09654,71.41933,51.10193,71.41027
-9085426893372081327,51.0998722,71.4286748,51.1012626,71.4174253
-9084885938394310049,51.0813768,71.4074121,51.0843893,71.4156426
-9084216051548124832,51.07861,71.42627,51.08159,71.40518
-9075256251730106322,51.08959,71.43186,51.09854,71.42805
-9075256251730106322,51.08286,71.39804,51.08269,71.39925
-9075256251730106322,51.10004,71.42864,51.09518,71.43004
-9074009074712903575,51.09405,71.40778,51.08846,71.42794
-9074009074712903575,51.09501,71.40583,51.08958,71.42831
-9071006361123377719,51.0902194,71.4061422,51.0901205,71.4068946
-9065660310328833801,51.08526,71.4233,51.08453,71.42303
-9064156825860907913,51.09487,71.43055,51.09493,71.4281
-9062339965111545566,51.0956839,71.4274195,51.0873788,71.4124942
-9061858810516809058,51.08084,71.41111,51.07855,71.42698
-9060810594054137704,51.0989234,71.4026962,51.095611,71.4257986
-9059354481045744065,51.0878676,71.4243419,51.09681,71.420655
-9056964766718651728,51.0967926,71.427282,51.0966772,71.4196109
-9055307649613839031,51.0985656,71.4280875,51.0945398,71.4075272
-9053294463824026924,51.0977913,71.4313295,51.1002413,71.4046998
-9052624999303170184,51.0896743,71.4354178,51.0906632,71.4349445
-9047494058275590180,51.08352,71.4318,51.0838,71.4319
-9047494058275590180,51.10053,71.41571,51.10161,71.4229
-9045982928887159404,51.10095,71.40928,51.09892,71.40285
-9043791695275399136,51.1012051,71.422267,51.1009563,71.4221892
-9043614323555733081,51.0965881,71.4190216,51.094242,71.4362945
-9043614323555733081,51.0990295,71.4018173,51.0987434,71.4038162
-9034274647594615984,51.08236,71.42224,51.09586,71.42711
-9022528412999488387,51.0981877,71.4058544,51.0899978,71.4246058
-9016340673691996181,51.09644,71.41978,51.09719,71.42094
-9005314433826788980,51.09576,71.43438,51.08483,71.4365
-8997580190446111174,51.1011252,71.4179574,51.1013967,71.4151889
-8997442757867551638,51.0819081,71.3999976,51.0909754,71.4031808
-8997382986074772556,51.0944039,71.4197959,51.0941156,71.4199006
-8996690602100200878,51.0823627,71.422238,51.0950957,71.4268228
-8993936466054776925,51.07951,71.42073,51.10207,71.41121
-8993936466054776925,51.07675,71.41977,51.07614,71.41502
-8982513112848221916,51.09503,71.43108,51.08744,71.42416
-8973282053636717964,51.1002592,71.4040511,51.0970598,71.4224025
-8973282053636717964,51.1002707,71.4041136,51.0969583,71.4224472
-8973282053636717964,51.1002445,71.4045812,51.0974577,71.4157828
-8969425286273112834,51.09579,71.42457,51.09509,71.42905
-8961039325139459426,51.09633,71.4224,51.09395,71.42403
-8960508794020780220,51.0971669,71.4052955,51.0998698,71.40632
-8960095818637078525,51.08936,71.4026,51.08109,71.39959
-8956584428650312983,51.09893,71.40361,51.08901,71.42533
-8952140972456735501,51.079815,71.4211333,51.0897681,71.424677
-8946817125171774650,51.08923,71.40927,51.08923,71.40927
-8944324154468564025,51.0909416,71.4267922,51.0988866,71.4018764
-8944324154468564025,51.0788226,71.4221205,51.098772,71.4025091
-8944324154468564025,51.0787657,71.4227626,51.091745,71.4275467
-8941598034391248927,51.09897,71.40215,51.09929,71.40363
-8940161300212545769,51.0888321,71.4081807,51.0887938,71.4085277
-8940161300212545769,51.0991415,71.4120714,51.0991667,71.4120183
-8940161300212545769,51.0888804,71.4082498,51.0899951,71.4086715
-8939808986530211433,51.0874483,71.4209894,51.0896612,71.4113717
-8928410358805927977,51.09477,71.42362,51.0965,71.41972
-8925014889518984119,51.08029,71.41649,51.0828,71.42221
-8924861778872323863,51.0967299,71.4111468,51.0947333,71.4105518
-8922339186036567937,51.08492,71.42032,51.09529,71.42025
-8921490362518093044,51.0931668,71.4040273,51.0926859,71.4038599
-8915781367310354469,51.0864083,71.4238217,51.0889597,71.4246891
-8914505120571452142,51.1011543,71.4176722,51.1007679,71.4221932
-8914326823368413684,51.0953218,71.4047858,51.089225,71.4246136
-8913259330218792074,51.0986,71.40467,51.08399,71.41827
-8909924138117782053,51.0916132,71.4275919,51.0841773,71.4316562
-8901259078677241947,51.0952383,71.4269027,51.0823195,71.3999788
-8901197792240692882,51.08946,71.40853,51.09463,71.43204
-8901197792240692882,51.0898,71.40338,51.09471,71.43157
-8901197792240692882,51.08956,71.40418,51.0943,71.43496
-8897973279290377102,51.09463,71.4302,51.0958,71.43062
-8890954824237644514,51.08624,71.41118,51.09798,71.40914
-8889007275059075070,51.0856595,71.4232574,51.0913621,71.425267
-8887445411054541543,51.09808,71.42779,51.09643,71.41982
-8886791532509139132,51.09401,71.42628,51.09851,71.40666
-8886223029156356517,51.10066,71.42345,51.09988,71.42887
-8877527173005432799,51.0985846,71.4050267,51.095177,71.42895
-8876975020372316797,51.09855,71.40497,51.09876,71.40454
-8876975020372316797,51.085,71.4363,51.09895,71.4031
-8876975020372316797,51.08507,71.43582,51.08558,71.4286
-8871681771148786393,51.0951312,71.4071184,51.0951494,71.4071118
-8867759269374464077,51.08193,71.40867,51.0839,71.42278
-8862991840736882768,51.0823693,71.3999292,51.0804966,71.4147995
-8862991840736882768,51.0828819,71.3980536,51.0826543,71.3998163
-8861674142130543417,51.0787296,71.4259887,51.0767474,71.4204193
-8860630439848441966,51.0958383,71.4239405,51.0975616,71.4133257
-8859740870405396242,51.07754,71.4208817,51.0783043,71.4283795
-8859740870405396242,51.0829337,71.3975757,51.0782384,71.4282837
-8859740870405396242,51.0825501,71.4005074,51.0777039,71.424616
-8859740870405396242,51.0829462,71.3978554,51.0777424,71.4245561
-8859341163678962297,51.1009528,71.4198004,51.1009055,71.420603
-8858294490696720507,51.0973963,71.4085902,51.0971277,71.4090449
-8853422290360072323,51.08577,71.42338,51.07882,71.42116
-8848779390294598547,51.0983192,71.4069,51.0914483,71.4253838
-8848671107287472789,51.10058,71.42449,51.09848,71.42794
-8847952280885479068,51.10135,71.41688,51.09946,71.42836
-8843262150046420698,51.0972896,71.4054326,51.0824015,71.4000432
-8840305814421191426,51.0917167,71.413225,51.0917167,71.413225
-8837842170073410371,51.0898,71.40254,51.08205,71.40333
-8836786774532177013,51.098975,71.40248,51.0900389,71.4115421
-8818786859446138529,51.0941,71.42648,51.07714,71.42044
-8817582824395354978,51.08782,71.42415,51.09217,71.4231
-8804265472244745205,51.0999446,71.4278645,51.0981306,71.4100816
-8800613151192400833,51.09768,71.41223,51.09909,71.40214
-8800613151192400833,51.09499,71.43198,51.09618,71.42702
-8799961684328910634,51.0902671,71.4205995,51.0902723,71.4205861
-8796848855175641647,51.0820241,71.3999773,51.0946014,71.4044865
-8795356572510297635,51.0839228,71.4192578,51.0836733,71.4210428
-8792880907174247893,51.077857,71.4205676,51.0935931,71.4130678
-8791727274839522908,51.08949,71.42516,51.10006,71.4074
-8791727274839522908,51.0875,71.42429,51.10096,71.40771
-8785835604459045661,51.098838,71.4060527,51.0974966,71.4113894
-8783822064974438056,51.0789735,71.4210451,51.0940603,71.4265267
-8783533404473998374,51.09907,71.42779,51.09984,71.42911
-8783283794524512228,51.09803,71.4102,51.10136,71.42229
-8781380406440863024,51.0766978,71.4197056,51.0890594,71.4113587
-8780499683875421870,51.0810088,71.3996671,51.0825417,71.4001914
-8780484841924711321,51.096347,71.4210523,51.0955032,71.4269264
-8780478128422242451,51.0782189,71.4203593,51.0872608,71.4238857
-8779795985437359282,51.0999133,71.4289417,51.0965914,71.4312739
-8776422019707909508,51.08928,71.40263,51.08184,71.40001
-8773846781252907763,51.082807,71.4002104,51.0893026,71.4025138
-8772228200873492305,51.0959383,71.424227,51.0879079,71.4095665
-8771816163321362302,51.08329,71.40038,51.09622,71.40496
-8766034031537184841,51.0984491,71.4057357,51.0944698,71.40686
-8766034031537184841,51.1007573,71.4068862,51.0970464,71.4071947
-8765864535055289712,51.07682,71.42012,51.08295,71.42252
-8759390362062340908,51.0969885,71.4159531,51.0938734,71.4198095
-8754506309140558278,51.0998482,71.4286008,51.099417,71.4288748
-8753795477773884914,51.09532,71.42913,51.09043,71.42076
-8752289511007643115,51.08252,71.40801,51.082,71.40869
-8750306526476194440,51.0947849,71.4045214,51.0983942,71.4057444
-8749584309338609139,51.09483,71.43122,51.09978,71.42848
-8747058554827619052,51.0856055,71.4120492,51.0878889,71.4031773
-8732532359414421301,51.09212,71.43255,51.09249,71.43231
-8732532359414421301,51.09892,71.40596,51.08487,71.42306
-8730255489103430568,51.0977344,71.411323,51.0868512,71.4101656
-8727386677983773837,51.0897227,71.4114348,51.0951221,71.4296213
-8727386677983773837,51.081716,71.3998055,51.0942146,71.4357434
-8727386677983773837,51.0829019,71.4002094,51.0951044,71.42945
-8727386677983773837,51.0820689,71.3999131,51.0947871,71.4319395
-8727386677983773837,51.0830313,71.4002427,51.0947483,71.4161873
-8726385918470675624,51.09695,71.42719,51.08283,71.42766
-8726385918470675624,51.09862,71.42789,51.08338,71.42793
-8720029104702376109,51.0939263,71.4364649,51.0911712,71.4353033
-8716983388479205406,51.10193,71.41285,51.09194,71.41987
-8716757070905246206,51.0866517,71.4238832,51.0928358,71.4270466
-8714655155769782538,51.09477,71.41051,51.09262,71.40946
-8713518491925725215,51.0979872,71.4128226,51.0957095,71.4242471
-8710683787065748625,51.10007,71.42634,51.09534,71.42712
-8703110424833787169,51.0951257,71.4045703,51.0980588,71.4055909
-8693029508897393364,51.0785451,71.4182446,51.0918611,71.4255327
-8691610155857872310,51.0959863,71.41799,51.0913526,71.422698
-8680090837177282026,51.0972548,71.4169576,51.0950607,71.4298393
-8678585571255394401,51.096425,71.4334733,51.0963582,71.4335716
-8678585571255394401,51.096357,71.4335267,51.0963583,71.4335717
-8674111046660476216,51.0969947,71.4169649,51.0948374,71.4321761
-8655028682324999136,51.0834614,71.4311609,51.0902322,71.4251877
-8647553455097766960,51.0995499,71.4119973,51.0891669,71.4113332
-8639654372402153867,51.0944878,71.4047426,51.095386,71.4065491
-8635383762914854737,51.0852515,71.4173971,51.0780135,71.4207613
-8635383762914854737,51.098991,71.4029108,51.0891325,71.4114109
-8631421521368033959,51.1000727,71.4124566,51.0969769,71.4067826
-8630688408188550556,51.0996679,71.4063321,51.0820401,71.4065065
-8630247160894990707,51.0863578,71.4261385,51.0956649,71.4252431
-8630126164504965000,51.0905,71.43035,51.0989,71.40366
-8630126164504965000,51.08974,71.43576,51.09804,71.4101
-8628979864884281737,51.0954829,71.4264019,51.0954893,71.4264201
-8604467088293387525,51.1002795,71.4284896,51.0893462,71.4247491
-8602360330006445602,51.08204,71.40267,51.0791,71.42348
-8597410425926145608,51.09937,71.40606,51.08603,71.42932
-8596202429519465419,51.09197,71.42596,51.09485,71.42691
-8595550702211603566,51.0785794,71.4205867,51.0916234,71.4254758
-8591032742984102016,51.095149,71.429927,51.0963125,71.4219423
-8589742459421829005,51.09305,71.42593,51.0904,71.42518
-8587263977823413516,51.0834865,71.421903,51.0834324,71.4198465
-8586024988812817621,51.0966,71.41885,51.0966,71.41885
-8582128912766364660,51.0961319,71.4222007,51.0856238,71.4316065
-8579882689390826474,51.09659,71.41889,51.1018,71.41376
-8575425502173531696,51.0826815,71.3981207,51.0821277,71.4072952
-8573198010712637466,51.0843715,71.4158247,51.0864492,71.412356
-8572624205826347198,51.0863192,71.4163784,51.0855236,71.4119865
-8567935966761099872,51.0983185,71.4284182,51.0979409,71.4283465
-8566666695957441725,51.0811875,71.3997005,51.096562,71.4052312
-8563729805051921224,51.1008603,71.4208557,51.089957,71.4085347
-8562033468782366491,51.09872,71.42136,51.1012,71.42236
-8559242429053044710,51.0842231,71.4229895,51.0824155,71.4008546
-8558299629165726926,51.1000361,71.4274231,51.0856242,71.4077282
-8557804718294716199,51.0986155,71.4039806,51.093859,71.4208167
-8554542725825880459,51.09521,71.42702,51.08044,71.41496
-8553296312348170100,51.08302,71.40043,51.10039,71.40656
-8551971017920876701,51.093915,71.4199819,51.0939129,71.4199719
-8549113909338844187,51.091637,71.3982832,51.0893497,71.3976782
-8549113909338844187,51.0986215,71.404387,51.0819614,71.3999311
-8549113909338844187,51.0914965,71.399519,51.0886522,71.3965212
-8549113909338844187,51.0986389,71.4043968,51.0890107,71.3966604
-8549113909338844187,51.0973308,71.4053997,51.0891146,71.3988143
-8549113909338844187,51.0980953,71.4055013,51.0810183,71.3996127
-8549113909338844187,51.0915037,71.3997775,51.0889454,71.3966839
-8549113909338844187,51.0989344,71.4017801,51.0893139,71.3981298
-8549113909338844187,51.0983081,71.4053774,51.0886377,71.3964192
-8549113909338844187,51.0985888,71.404577,51.0900475,71.3965884
-8549113909338844187,51.09861,71.4042781,51.0905752,71.3970566
-8549113909338844187,51.0893717,71.3961032,51.0887147,71.396645
-8549113909338844187,51.098623,71.4038636,51.0884497,71.3959129
-8549113909338844187,51.0986285,71.404282,51.0960209,71.4001072
-8541461550116782465,51.09699,71.40529,51.08331,71.40038
-8541461550116782465,51.10022,71.42859,51.09785,71.42828
-8538812735692745272,51.0906151,71.4030245,51.0948224,71.4044783
-8532225092220187229,51.0803298,71.4156956,51.0968607,71.4208225
-8530239300989237259,51.09721,71.40547,51.09402,71.40437
-8524357227091432765,51.09343,71.41332,51.08572,71.42186
-8520590662425500287,51.0897481,71.4085849,51.0898343,71.4086872
-8520161904476035384,51.0974915,71.4147649,51.0973847,71.4153957
-8513499291798230026,51.0793275,71.4215424,51.0832587,71.4224838
-8511333662722583365,51.090006,71.4071982,51.0896419,71.4111741
-8507645333056457842,51.0788122,71.4249293,51.0841911,71.3981638
-8502508092772722262,51.09437,71.42388,51.09979,71.42936
-8493647769073599528,51.1000749,71.4275919,51.1004166,71.4251772
-8492690435360735318,51.080357,71.4155858,51.082552,71.3999401
-8488327933783753506,51.091316,71.4019514,51.0941585,71.4363589
-8488327933783753506,51.091406,71.4020157,51.0913377,71.4020614
-8488327933783753506,51.0940124,71.436462,51.0953962,71.424865
-8482576274139531225,51.0882267,71.4288149,51.0892783,71.4113117
-8475309907283785986,51.098942,71.4024899,51.0942421,71.4354953
-8475309907283785986,51.0990344,71.4017554,51.0946828,71.4323453
-8475087249540524390,51.10214,71.42027,51.09524,71.42845
-8473502331865785375,51.086,71.42791,51.08554,71.43308
-8469518278920336008,51.1001781,71.4177432,51.0988638,71.417124
-8469007571751581210,51.09888,71.41184,51.09649,71.42163
-8462628675877993127,51.0872795,71.4019122,51.0956082,71.4258372
-8460590581202200406,51.0881801,71.4262867,51.090606,71.4292221
-8460590581202200406,51.0875406,71.4262212,51.0880551,71.4262844
-8459849514344789340,51.09304,71.42345,51.09491,71.43069
-8450162755738127174,51.0857,71.40243,51.08595,71.40289
-8447804960797582407,51.09598,71.41073,51.09717,71.40657
-8447804960797582407,51.0961,71.43478,51.09678,71.40793
-8447677153171484786,51.10201,71.41645,51.10047,71.42494
-8444786573576992336,51.10007,71.42853,51.08404,71.4227
-8444786573576992336,51.09869,71.42803,51.08434,71.42282
-8438008289287334714,51.0974415,71.4170101,51.1009668,71.4201536
-8432774203301949691,51.0989884,71.4059445,51.0887065,71.4022737
-8431641816221124594,51.08394,71.41913,51.08307,71.40032
-8431641816221124594,51.08506,71.43591,51.08644,71.42621
-8427735340289107677,51.08398,71.40656,51.09591,71.42046
-8421775729625683145,51.10046,71.40609,51.1,71.40547
-8416972870719849077,51.0956,71.40816,51.08819,71.42629
-8415955361457437812,51.0984304,71.4041457,51.0947551,71.4345348
-8409983168407346824,51.0874862,71.4014862,51.0889865,71.4020066
-8404652520875541595,51.0973659,71.4275022,51.0840346,71.4144157
-8400724104073221422,51.0893966,71.4071092,51.0872245,71.4127186
-8400679120500681360,51.0911071,71.4031528,51.0964394,71.4205404
-8397235589692293683,51.0822906,71.4001613,51.0904848,71.4296958
-8395810917852720544,51.0961,71.41649,51.10029,71.42202
-8395810917852720544,51.07738,71.42637,51.09924,71.42162
-8395810917852720544,51.07756,71.42589,51.08665,71.43339
-8395810917852720544,51.08255,71.39932,51.08695,71.43103
-8390632133955614695,51.0985467,71.4054833,51.0827528,71.3978169
-8390632133955614695,51.1020963,71.4117603,51.08247,71.3998017
-8390632133955614695,51.1020362,71.4122246,51.0986664,71.4046219
-8389056510587378659,51.0896216,71.4027591,51.0974503,71.4055857
-8377942085722511570,51.0911975,71.4234569,51.0913813,71.4234864
-8375186247148554927,51.1002614,71.4282384,51.0998002,71.4284922
-8367950451049262203,51.09806,71.40927,51.09819,71.40833
-8361278760341895696,51.0979352,71.4095632,51.0952336,71.4068214
-8360096946151955633,51.0977291,71.4054812,51.0827755,71.3990655
-8359970164510614308,51.0949199,71.4273264,51.1002186,71.4284814
-8359970164510614308,51.0942542,71.4263055,51.0953117,71.4270449
-8358942705923659926,51.07655,71.41975,51.07936,71.421
-8358226347966768922,51.087299,71.423969,51.0860946,71.4280553
-8354463079159458184,51.082805,71.400265,51.0897967,71.4027133
-8352967576608604255,51.08205146766109,71.40005193419502,51.08399481738699,71.40068167924038
-8351949612045101697,51.09833,71.42789,51.08566,71.43261
-8349717446220806956,51.0835467,71.4005954,51.0907113,71.4090448
-8349460273079645308,51.09094,71.42372,51.08962,71.4241
-8349460273079645308,51.10261,71.41835,51.09019,71.42435
-8344071185033362219,51.1014967,71.4145733,51.0958238,71.4244989
-8341145034862175802,51.0972717,71.413055,51.0946702,71.4108526
-8340444810992977280,51.0975267,71.4243715,51.0971002,71.411232
-8337157930477466288,51.1010314,71.4185401,51.1007271,71.4226637
-8335910471205215076,51.09762,71.41425,51.09902,71.40327
-8335910471205215076,51.09552,71.43043,51.09793,71.41297
-8333727751045843068,51.0992298,71.4096966,51.089788,71.4113244
-8331729771468018499,51.101526,71.415976,51.0777546,71.42046
-8330363588698600589,51.0984028,71.4072688,51.0984203,71.4071469
-8330317107742339113,51.09565,71.40478,51.08692,71.41257
-8325187548356049296,51.0823,71.40064,51.09048,71.40387
-8325077038827841413,51.0869583,71.4311417,51.0869633,71.431135
-8320376191052238672,51.1002725,71.4265834,51.1013389,71.4224858
-8315478554436486625,51.0908954,71.4030621,51.0856963,71.4012165
-8314814536904856733,51.0938648,71.4157503,51.096714,71.427469
-8310871088247774252,51.100184,71.4285901,51.0998763,71.429124
-8308580029250392798,51.08825,71.42463,51.08952,71.43693
-8306224360398880593,51.0962818,71.4108295,51.0942356,71.4355973
-8306224360398880593,51.0976459,71.4072962,51.0956014,71.410686
-8305727716457973125,51.079153,71.4211897,51.0791523,71.4211912
-8305718446668621664,51.10164,71.40939,51.10003,71.42747
-8303962794893614666,51.088038,71.4078423,51.0889002,71.4069878
-8299323119744561749,51.08397844,71.40664455,51.08350768,71.40636667
-8298490020243194321,51.0904745,71.425194,51.0904997,71.4251881
-8297875265760376772,51.0950892,71.4297103,51.0946948,71.4326162
-8294534317566099618,51.0821255,71.4018895,51.0787207,71.4245526
-8294534317566099618,51.082034,71.4000888,51.0787545,71.4245188
-8292927147931605799,51.079201,71.4225929,51.0767492,71.4199373
-8291695048817409751,51.1006162,71.4238339,51.0820183,71.4042873
-8291254216075166415,51.095175,71.4294062,51.0977385,71.411859
-8290120221131301998,51.07825,71.42276,51.10212,71.42247
-8290045250827949676,51.08938,71.42805,51.08992,71.42836
-8287402021049492354,51.0977647,71.4278196,51.0948188,71.4268212
-8284822053289541392,51.09654,71.41672,51.09749,71.41342
-8282902172439792822,51.09724,71.42769,51.0955,71.42675
-8279387465735648039,51.07893,71.42107,51.08846,71.42458
-8278669066161827053,51.0787897,71.426217,51.0955748,71.4305059
-8278337388807083961,51.07859,71.42782,51.07928,71.42294
-8272308214788873176,51.09789,71.40999,51.10121,71.41725
-8266202692230952573,51.07895,71.4255,51.08035,71.41454
-8265923527100449859,51.09101,71.42603,51.09843,71.40516
-8265310833921550108,51.09615,71.4205,51.09902,71.41026
-8263390958684845791,51.0856138,71.4232667,51.0832658,71.4223851
-8259468481260667465,51.0863504,71.4269562,51.0821875,71.4220252
-8258980990402907929,51.0807185,71.4130484,51.0989952,71.4060795
-8258059490520385414,51.0807412,71.4131273,51.0942542,71.410111
-8255836546902017442,51.0854675,71.4096101,51.0821278,71.4000759
-8255836546902017442,51.0968411,71.416834,51.0872466,71.4125786
-8252446428184417766,51.0985972,71.4048132,51.0941781,71.435789
-8246002499118038778,51.09131,71.42525,51.07779,71.42044
-8245863217873140286,51.0938065,71.4233686,51.0954724,71.4252788
-8240107845928136901,51.10091,71.4204,51.09911,71.40228
-8240107845928136901,51.1,71.42786,51.09733,71.41494
-8239006628555904117,51.098536,71.4067999,51.0946283,71.430205
-8236884429740124602,51.0955899,71.4258275,51.0962031,71.4216902
-8233696234684704552,51.09698,71.42127,51.09645,71.42178
-8233696234684704552,51.10208,71.42269,51.09649,71.42223
-8229806661791058765,51.0799163,71.4213284,51.0957955,71.4340269
-8229410190951772551,51.0852099,71.4028374,51.0858705,71.4121035
-8229319428089221814,51.0984333,71.4072767,51.0879906,71.4089882
-8225762949836913725,51.0984628,71.4124795,51.0823902,71.4010989
-8225762949836913725,51.0985126,71.4125494,51.0981253,71.4131407
-8225665319449591720,51.1014239,71.4164099,51.0781581,71.420855
-8222012761637959974,51.09376,71.40933,51.08057,71.41306
-8219304319650497592,51.0828427,71.4108964,51.08284,71.4109017
-8214431821315062317,51.08537,71.40126,51.09927,71.40598
-8213354008935812616,51.08249,71.3995388,51.0897248,71.4113824
-8212751772946737499,51.0776875,71.4205734,51.0773189,71.4204502
-8208196281509727747,51.09954,71.42835,51.08577,71.4062
-8207281476960841297,51.082481,71.4029717,51.0824725,71.4007359
-8206725181289888676,51.1004174,71.406482,51.0990592,71.4052781
-8206725181289888676,51.0810941,71.3997026,51.09901,71.4052185
-8198320547824517928,51.0822888,71.3999843,51.0823634,71.3997413
-8197097379916177833,51.0794218,71.420933,51.079215,71.4210783
-8195415366884382614,51.0792275,71.4236448,51.0951234,71.42976
-8195372055370255689,51.0898219,71.4029601,51.0833306,71.4067542
-8195173355039298853,51.0904699,71.4116163,51.0901368,71.411498
-8194172833588890297,51.09812,71.40853,51.07874,71.42716
-8194046741937828688,51.08472,71.42255,51.09904,71.42767
-8193259448061375658,51.1002253,71.4284933,51.0843263,71.422515
-8193259448061375658,51.1002112,71.4284926,51.0843261,71.4225717
-8192684614482715300,51.08228,71.40174,51.08177,71.40538
-8190904528737623780,51.0795578,71.4212992,51.0990479,71.4282862
-8181275633579900653,51.0779854,71.4177591,51.090876,71.4261395
-8181083704490620061,51.09797,71.43093,51.09792,71.43097
-8175948511559934029,51.0889012,71.4281725,51.1003364,71.4285513
-8175948511559934029,51.0866502,71.425601,51.100357,71.4285691
-8175948511559934029,51.0866502,71.425601,51.1002033,71.4285029
-8175948511559934029,51.0866673,71.4256391,51.0897519,71.4285764
-8171752675930620709,51.097185,71.4310833,51.0971232,71.4310546
-8167000043335146660,51.0812338,71.3997956,51.0875968,71.4021071
-8166483986905229057,51.07943,71.42175,51.0803,71.41586
-8158157705937013190,51.0845198,71.4266089,51.0931945,71.4152265
-8156828486508338454,51.0991915,71.4281772,51.0952151,71.4294624
-8156310590003996510,51.0956114,71.4271646,51.0943031,71.4362477
-8154592753600368354,51.0969157,71.4178832,51.0990279,71.4031851
-8154592753600368354,51.0896183,71.4366257,51.0939229,71.4361892
